,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
19683,38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,<=50K
29842,35, ?, 9th, Married-civ-spouse, ?, Wife, White, Female,35, United-States,<=50K
26707,53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,>50K
32556,27, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, White, Female,38, United-States,<=50K
5728,46, Local-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,>50K
28603,75, ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male,25, United-States,<=50K
25655,39, Private, Some-college, Separated, Prof-specialty, Unmarried, White, Female,40, United-States,<=50K
15617,46, Private, Some-college, Divorced, Priv-house-serv, Unmarried, White, Female,30, United-States,<=50K
29976,45, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States,>50K
13544,31, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,55, United-States,<=50K
30130,31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States,<=50K
13644,47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,40, United-States,>50K
9720,47, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,45, United-States,<=50K
11566,64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,25, United-States,<=50K
2717,42, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,45, ?,<=50K
6295,40, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,30, Iran,>50K
17565,45, Private, 10th, Divorced, Sales, Not-in-family, White, Female,40, United-States,<=50K
2310,56, Private, 7th-8th, Widowed, Transport-moving, Not-in-family, White, Male,20, United-States,<=50K
8391,21, Local-gov, 12th, Never-married, Other-service, Own-child, Black, Male,20, United-States,<=50K
7256,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States,<=50K
32057,44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States,<=50K
9692,37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,30, United-States,<=50K
6217,55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
29429,64, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,<=50K
5701,56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
23681,56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,>50K
26462,60, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
14986,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,84, United-States,<=50K
28734,41, Local-gov, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,50, United-States,<=50K
17927,34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,51, United-States,<=50K
23708,40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
15796,21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,30, United-States,<=50K
26676,29, Private, 10th, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,40, Mexico,<=50K
27226,51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
27235,44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
22217,53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,72, United-States,<=50K
22091,30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,35, United-States,<=50K
2862,25, Private, 12th, Never-married, Handlers-cleaners, Unmarried, White, Male,43, United-States,<=50K
30878,39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
4900,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
20959,43, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Female,44, United-States,<=50K
7497,47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
25386,26, Private, HS-grad, Married-AF-spouse, Sales, Husband, White, Male,55, United-States,<=50K
10953,31, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,60, United-States,>50K
27276,47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,48, United-States,<=50K
19628,36, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,39, United-States,<=50K
19526,25, Local-gov, Bachelors, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,40, Vietnam,<=50K
23109,17, ?, 11th, Never-married, ?, Own-child, White, Male,40, United-States,<=50K
20255,49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
16992,19, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,99, United-States,<=50K
12210,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
1329,29, Private, 11th, Never-married, Other-service, Unmarried, Black, Female,40, United-States,<=50K
25457,55, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,40, United-States,<=50K
17155,32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,<=50K
16034,37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
26011,28, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,38, United-States,>50K
29812,35, Self-emp-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,50, United-States,<=50K
30219,72, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,20, United-States,<=50K
3318,26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,<=50K
4545,50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Black, Female,40, United-States,>50K
20268,52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,>50K
1710,73, Private, HS-grad, Widowed, Sales, Other-relative, White, Female,15, United-States,<=50K
16092,58, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,20, United-States,>50K
10339,36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States,>50K
4067,38, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Female,60, United-States,<=50K
1362,22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,24, United-States,<=50K
19153,34, ?, 12th, Separated, ?, Unmarried, Black, Female,53, United-States,<=50K
21992,59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,43, United-States,>50K
9328,20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,12, United-States,<=50K
27719,17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,12, United-States,<=50K
2388,27, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,<=50K
13428,25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
15922,23, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
7185,41, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,55, United-States,<=50K
7100,57, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,80, United-States,>50K
13607,20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,40, United-States,<=50K
7025,21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,40, Outlying-US(Guam-USVI-etc),<=50K
914,23, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,40, United-States,<=50K
4144,52, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,40, United-States,<=50K
18714,28, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,50, United-States,<=50K
21943,17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,20, United-States,<=50K
21152,44, ?, Some-college, Divorced, ?, Unmarried, White, Female,10, Poland,<=50K
9129,29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
11850,42, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
31920,32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,60, United-States,<=50K
24787,58, ?, HS-grad, Married-civ-spouse, ?, Husband, Black, Male,30, United-States,<=50K
25146,44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,80, United-States,<=50K
26976,19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States,<=50K
3022,51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
18299,26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
1646,33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,<=50K
31749,22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,17, United-States,<=50K
4592,35, ?, Assoc-voc, Married-civ-spouse, ?, Wife, White, Female,40, United-States,>50K
2912,40, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,45, United-States,<=50K
8783,48, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,<=50K
2393,20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,45, United-States,<=50K
20893,45, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,60, United-States,>50K
32378,39, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,40, El-Salvador,<=50K
3364,20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,25, United-States,<=50K
25783,19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,30, United-States,<=50K
23787,24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States,<=50K
12321,45, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,40, Trinadad&Tobago,<=50K
13556,32, ?, Some-college, Divorced, ?, Not-in-family, White, Male,40, United-States,<=50K
6693,42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,90, United-States,<=50K
3337,46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
9077,20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,48, United-States,<=50K
14596,43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, Mexico,>50K
19307,29, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,48, United-States,<=50K
27772,37, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Female,40, United-States,>50K
5415,23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, Vietnam,<=50K
10139,77, ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male,20, United-States,<=50K
8282,43, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,72, ?,<=50K
12928,27, Local-gov, HS-grad, Divorced, Protective-serv, Own-child, White, Male,40, United-States,<=50K
29603,26, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Male,48, United-States,<=50K
26005,28, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
16616,37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,47, United-States,<=50K
20633,25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
10798,61, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,<=50K
965,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,20, United-States,<=50K
3822,54, ?, HS-grad, Divorced, ?, Not-in-family, White, Female,30, United-States,<=50K
1343,59, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,<=50K
18609,18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,25, United-States,<=50K
16614,49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,<=50K
12965,33, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,35, United-States,<=50K
4150,33, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
379,38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,<=50K
24352,18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,20, Mexico,<=50K
21539,37, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,40, United-States,<=50K
30249,56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
30789,20, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,40, United-States,<=50K
16303,34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
9269,36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States,>50K
15586,47, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, United-States,>50K
31137,35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,50, United-States,<=50K
11640,35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,<=50K
22465,23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,45, United-States,<=50K
3727,30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,36, United-States,>50K
25128,24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
693,20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,20, United-States,<=50K
7218,53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
5541,33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,<=50K
8487,39, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,40, Poland,<=50K
31825,49, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,>50K
20766,55, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,75, United-States,<=50K
